E:\Training\IMG\center_2023_10_23_16_51_13_965.jpg,E:\Training\IMG\left_2023_10_23_16_51_13_965.jpg,E:\Training\IMG\right_2023_10_23_16_51_13_965.jpg,0,0,0,3.062187E-06
E:\Training\IMG\center_2023_10_23_16_51_14_040.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_040.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_040.jpg,0,0,0,6.198768E-06
E:\Training\IMG\center_2023_10_23_16_51_14_111.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_111.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_111.jpg,0,0,0,2.153629E-07
E:\Training\IMG\center_2023_10_23_16_51_14_178.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_178.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_178.jpg,0,0,0,8.05284E-06
E:\Training\IMG\center_2023_10_23_16_51_14_248.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_248.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_248.jpg,0,0,0,4.126547E-06
E:\Training\IMG\center_2023_10_23_16_51_14_318.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_318.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_318.jpg,0,0,0,4.408002E-06
E:\Training\IMG\center_2023_10_23_16_51_14_385.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_385.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_385.jpg,0,0,0,6.823504E-06
E:\Training\IMG\center_2023_10_23_16_51_14_454.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_454.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_454.jpg,0,0,0,9.625351E-06
E:\Training\IMG\center_2023_10_23_16_51_14_523.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_523.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_523.jpg,0,0,0,8.853935E-06
E:\Training\IMG\center_2023_10_23_16_51_14_591.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_591.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_591.jpg,0,0,0,3.272676E-06
E:\Training\IMG\center_2023_10_23_16_51_14_659.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_659.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_659.jpg,0,0,0,6.455389E-06
E:\Training\IMG\center_2023_10_23_16_51_14_729.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_729.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_729.jpg,0,0,0,5.927707E-06
E:\Training\IMG\center_2023_10_23_16_51_14_797.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_797.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_797.jpg,0,0,0,3.129839E-06
E:\Training\IMG\center_2023_10_23_16_51_14_870.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_870.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_870.jpg,0,0,0,3.229384E-06
E:\Training\IMG\center_2023_10_23_16_51_14_938.jpg,E:\Training\IMG\left_2023_10_23_16_51_14_938.jpg,E:\Training\IMG\right_2023_10_23_16_51_14_938.jpg,0,0,0,3.064283E-06
E:\Training\IMG\center_2023_10_23_16_51_15_007.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_007.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_007.jpg,0,0,0,2.1649E-06
E:\Training\IMG\center_2023_10_23_16_51_15_075.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_075.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_075.jpg,0,0,0,1.004355E-05
E:\Training\IMG\center_2023_10_23_16_51_15_149.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_149.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_149.jpg,0,0,0,2.122724E-06
E:\Training\IMG\center_2023_10_23_16_51_15_216.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_216.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_216.jpg,0,0,0,2.011129E-06
E:\Training\IMG\center_2023_10_23_16_51_15_291.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_291.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_291.jpg,0,0,0,4.704823E-06
E:\Training\IMG\center_2023_10_23_16_51_15_359.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_359.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_359.jpg,0,0,0,7.059973E-06
E:\Training\IMG\center_2023_10_23_16_51_15_429.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_429.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_429.jpg,0,0,0,3.944981E-06
E:\Training\IMG\center_2023_10_23_16_51_15_496.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_496.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_496.jpg,0,0,0,4.476175E-06
E:\Training\IMG\center_2023_10_23_16_51_15_564.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_564.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_564.jpg,0,0,0,4.941068E-06
E:\Training\IMG\center_2023_10_23_16_51_15_633.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_633.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_633.jpg,0,0,0,1.526593E-05
E:\Training\IMG\center_2023_10_23_16_51_15_700.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_700.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_700.jpg,0,0,0,1.41073E-06
E:\Training\IMG\center_2023_10_23_16_51_15_772.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_772.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_772.jpg,0,0,0,1.004948E-05
E:\Training\IMG\center_2023_10_23_16_51_15_843.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_843.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_843.jpg,0,0,0,5.40609E-06
E:\Training\IMG\center_2023_10_23_16_51_15_911.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_911.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_911.jpg,0,0,0,5.642139E-07
E:\Training\IMG\center_2023_10_23_16_51_15_980.jpg,E:\Training\IMG\left_2023_10_23_16_51_15_980.jpg,E:\Training\IMG\right_2023_10_23_16_51_15_980.jpg,0,0,0,2.856831E-06
E:\Training\IMG\center_2023_10_23_16_51_16_054.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_054.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_054.jpg,0,0,0,8.319358E-06
E:\Training\IMG\center_2023_10_23_16_51_16_129.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_129.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_129.jpg,0,0,0,4.006285E-06
E:\Training\IMG\center_2023_10_23_16_51_16_196.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_196.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_196.jpg,0,0,0,2.037137E-06
E:\Training\IMG\center_2023_10_23_16_51_16_266.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_266.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_266.jpg,0,0,0,4.331901E-06
E:\Training\IMG\center_2023_10_23_16_51_16_334.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_334.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_334.jpg,0,0,0,5.093175E-06
E:\Training\IMG\center_2023_10_23_16_51_16_401.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_401.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_401.jpg,0,0,0,4.074131E-07
E:\Training\IMG\center_2023_10_23_16_51_16_470.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_470.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_470.jpg,0,0,0,5.048269E-07
E:\Training\IMG\center_2023_10_23_16_51_16_537.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_537.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_537.jpg,0,0,0,1.464613E-06
E:\Training\IMG\center_2023_10_23_16_51_16_604.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_604.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_604.jpg,0,0,0,5.601771E-06
E:\Training\IMG\center_2023_10_23_16_51_16_672.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_672.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_672.jpg,0,0,0,2.402681E-06
E:\Training\IMG\center_2023_10_23_16_51_16_739.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_739.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_739.jpg,0,0,0,8.717831E-06
E:\Training\IMG\center_2023_10_23_16_51_16_807.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_807.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_807.jpg,0,0,0,1.785944E-05
E:\Training\IMG\center_2023_10_23_16_51_16_875.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_875.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_875.jpg,0,0,0,4.565187E-06
E:\Training\IMG\center_2023_10_23_16_51_16_942.jpg,E:\Training\IMG\left_2023_10_23_16_51_16_942.jpg,E:\Training\IMG\right_2023_10_23_16_51_16_942.jpg,0,0,0,6.253939E-06
E:\Training\IMG\center_2023_10_23_16_51_17_011.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_011.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_011.jpg,0,0,0,6.88654E-06
E:\Training\IMG\center_2023_10_23_16_51_17_078.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_078.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_078.jpg,0,0,0,2.671692E-06
E:\Training\IMG\center_2023_10_23_16_51_17_151.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_151.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_151.jpg,0,0.1482075,0,0.07130801
E:\Training\IMG\center_2023_10_23_16_51_17_222.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_222.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_222.jpg,0,0.3163236,0,0.2373503
E:\Training\IMG\center_2023_10_23_16_51_17_292.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_292.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_292.jpg,0,0.2902665,0,0.5816935
E:\Training\IMG\center_2023_10_23_16_51_17_363.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_363.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_363.jpg,0,0.1241922,0,0.728345
E:\Training\IMG\center_2023_10_23_16_51_17_431.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_431.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_431.jpg,0,0,0,0.7176543
E:\Training\IMG\center_2023_10_23_16_51_17_502.jpg,E:\Training\IMG\left_2023_10_23_16_51_17_502.jpg,E:\Training\IMG\right_2023_10_23_16_51_17_502.jpg,0,0,0,0.7131011
